cwe_id,name,type,score,relationship_count
434,Unrestricted Upload of File with Dangerous Type,base,5.031000000000001,0
78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),base,5.031000000000001,0
183,Permissive List of Allowed Inputs,base,4.8204,0
430,Deployment of Wrong Handler,base,4.505800000000001,0
178,Improper Handling of Case Sensitivity,base,4.3888,0
22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),base,4.329000000000001,0
770,Allocation of Resources Without Limits or Throttling,base,4.329000000000001,0
190,Integer Overflow or Wraparound,base,4.329000000000001,0
94,Improper Control of Generation of Code ('Code Injection'),base,3.8870000000000005,0
88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),base,3.6399999999999997,0
